en,Braveheart,"Enraged at the slaughter of Murron his new bride and childhood love Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and eventually the entire country to rise up against English rule.",20.755149,24/05/1995,177,Every man dies. Not every man truly lives.,Braveheart,7.7,3404,7.99
en,Taxi Driver,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action attempting to save a preadolescent prostitute in the process.",14.092713,07/02/1976,114,"On every street in every city there's a nobody who dreams of being a somebody.",Taxi Driver,8.1,2632,7.99
en,Margaret's Museum,"In a town where half the men die down the coalpit Margaret MacNeil is quite happy being single in her small Cape Breton island town. Until she meets Neil Currie a charming and sincere bagpipe-playing Gaelic-speaking dishwasher. But no matter what you do you can't avoid the spectre of the pit forever.",0.372697,13/09/1995,114,She found a way to preserve her memories forever.,Margaret's Museum,7.5,2,7.99
en,Anne Frank Remembered,"Using previously unreleased archival material in addition to contemporary interviews this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne perhaps the world's most famous victim of the Holocaust. Written by Dawn M. Barclift",0.243986,08/06/1995,117,"She is perhaps Hitler's best known victim but what was Anne Frank really like?",Anne Frank Remembered,7.3,4,6.99
en,The Basketball Diaries,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,7.415144,21/04/1995,102,The true story of the death of innocence and the birth of an artist.,The Basketball Diaries,7.2,472,6.99
en,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971 risking the lives of astronaut Jim Lovell and his crew with the failed journey turning into a thrilling saga of heroism. Drifting more than 200 000 miles from Earth the astronauts work furiously with the ground crew to avert tragedy.",18.761467,30/06/1995,140,"Houston we have a problem.",Apollo 13,7.3,1637,6.99
en,Crumb,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin' Fritz the Cat and played a major pioneering role in the genesis of underground comix. Through interviews with his mother two brothers wife and ex-girlfriends as well as selections from his vast quantity of graphic art we are treated to a darkly comic ride through one man's subconscious mind.",3.620388,10/09/1994,119,Weird sex · Obsession · Comic books,Crumb,7.6,71,7.99
en,Living in Oblivion,Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.,10.058329,20/01/1995,89,Nick is about to discover the first rule of filmmaking: if at first you don't succeed... PANIC!,Living in Oblivion,7.2,64,6.99
en,Reckless,"On Christmas eve a relentlessly cheerful woman escapes from the killers hired by her husband and embarks on a series of strange encounters.",0.119713,17/11/1995,91,The most twisted Christmas ever.,Reckless,10,1,9.99
en,Safe,"Carol a typical upper middle-class housewife begins to complain of vague symptoms of illness. She ""doesn't feel right has unexplained headaches congestion a dry cough nosebleeds vomiting and trouble breathing. Her family doctor treats her concerns dismissively and suggests a psychiatrist. Eventually an allergist tells her that she has Environmental Illness.",8.180047,23/06/1995,119,In the 21st century nobody will be... Safe.,Safe,7.2,62,6.99
en,Smoke,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.",5.552946,09/06/1995,112,Where there's smoke... there's laughter!,Smoke,7.2,115,6.99
en,Before the Rain,"The circularity of violence seen in a story that circles on itself. In Macedonia during war in Bosnia Christians hunt an ethnic Albanian girl who may have murdered one of their own. A young monk who's taken a vow of silence offers her protection. In London a photographic editor who's pregnant needs to talk it out with her estranged husband and chooses a toney restaurant.",3.525649,09/06/1994,113,Once You Know The Faces You Will Begin To Understand The Story,Before the Rain,7.7,45,7.99
en,Before Sunrise,"A dialogue marathon of a film this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",11.304979,27/01/1995,105,Can the greatest romance of your life last only one night?,Before Sunrise,7.7,984,7.99
en,The Cure,"Dexter age 11 who has AIDS and his next door neighbor Eric a little older and much bigger become best friends. Eric also becomes closer to Dexter's mother than to his own who is neglectful and bigoted and violently forbids their friendship upon learning of it. Dexter and Erik start the journey to find ""The Cure"" they had read about in the local newspaper.",2.686342,21/04/1995,97,The best cure for a disease is friendship,The Cure,7.2,58,6.99
en,Clerks,"Convenience and video store clerks Dante and Randal are sharp-witted potty-mouthed and bored out of their minds. So in between needling customers the counter jockeys play hockey on the roof visit a funeral home and deal with their love lives.",10.513367,13/09/1994,92,Just because they serve you doesn't mean they like you.,Clerks,7.4,769,6.99
en,Death and the Maiden,A political activist is convinced that her guest is a man who once tortured her for the government.,5.484156,04/05/1994,103,Prepare yourself for the moment of truth.,Death and the Maiden,7.1,92,6.99
en,Dolores Claiborne,"Dolores Claiborne was accused of killing her abusive husband twenty years ago but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer Vera Donovan and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena a successful Manhattan magazine writer returns to cover the story.",5.8025,24/03/1995,132,"Sometimes an accident can be an unhappy woman's best friend.",Dolores Claiborne,7.1,183,6.99
en,Ed Wood,"The mostly true story of the legendary ""worst director of all time"" who with the help of his strange friends filmed countless B-movies without ever becoming famous or successful.",11.720358,27/09/1994,127,"When it came to making bad movies Ed Wood was the best.",Ed Wood,7.3,639,6.99
en,Hoop Dreams,"This documentary follows two inner-city Chicago residents Arthur Agee and William Gates as they follow their dreams of becoming basketball superstars. Beginning at the start of their high school years and ending almost 5 years later as they start college we watch the boys mature into men still retaining their ""Hoop Dreams"".",9.47666,12/09/1994,171,An Extraordinary True Story.,Hoop Dreams,7.7,91,7.99
en,Interview with the Vampire,"A vampire relates his epic life story of love betrayal loneliness and dark hunger to an over-curious reporter.",11.970205,11/11/1994,123,Drink from me and live forever,Interview with the Vampire,7.2,1558,6.99
en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,42.149697,25/05/1977,121,"A long time ago in a galaxy far far away...",Star Wars,8.1,6778,7.99
en,A Little Princess,"When her father enlists to fight for the British in WWI young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress Miss Minchin who attempts to stifle Sara's creativity and sense of self- worth.",7.731725,10/05/1995,97,Every girl everywhere is a princess.,A Little Princess,7.4,207,6.99
en,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature history war and love.",12.199047,16/12/1994,133,After the Fall from Innocence the Legend begins.,Legends of the Fall,7.2,636,6.99
en,Nina Takes a Lover,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip Nina hooks up with a photographer. Told from a reporter's point of view his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo Paul Rhys Michael O'Keefe Fisher Stevens and more.",0.769522,03/03/1995,100,Sometimes you have to break your vow to keep your promise.,Nina Takes a Lover,7.4,4,6.99
en,Once Were Warriors,"A drama about a Maori family lving in Auckland New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",4.025276,02/09/1994,99,"A family in crisis a life in chaos... Nothing is more powerful than a mother's love.",Once Were Warriors,7.6,106,7.99
en,Pulp Fiction,"A burger-loving hit man his philosophical partner a drug-addled gangster's moll and a washed-up boxer converge in this sprawling comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",140.950236,10/09/1994,154,Just because you are a character doesn't mean you have character.,Pulp Fiction,8.3,8670,7.99
en,Quiz Show,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.,7.772505,16/09/1994,133,Fifty million people watched but no one saw a thing.,Quiz Show,7.1,262,6.99
en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover upstanding banker Andy Dufresne begins a new life at the Shawshank prison where he puts his accounting skills to work for an amoral warden. During his long stretch in prison Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",51.645403,23/09/1994,142,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,8.5,8358,7.99
en,What's Eating Gilbert Grape,"Gilbert has to care for his brother Arnie and his obese mother which gets in the way when love walks into his life.",10.3919,17/12/1993,118,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,7.5,943,7.99
en,"The Adventures of Priscilla Queen of the Desert","Two drag-queens and a transsexual contract to perform a drag show at a resort in Alice Springs a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus Priscilla. En route it is discovered that the woman they've contracted with is the wife of one of the drag queens. Their bus breaks down and is repaired by Bob who travels on with them.",8.328596,31/05/1994,104,She's back... Looking as gorgeous and outrageous as ever in a brand new frock.,"The Adventures of Priscilla Queen of the Desert",7.2,174,6.99
en,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.",15.799336,11/05/1994,102,Real love is forever.,The Crow,7.3,980,6.99
en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case far exceeding what anyone imagined he could do. Yet despite all the things he has attained his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges and who proved that determination courage and love are more important than ability.",48.307194,06/07/1994,142,"The world will never be the same once you've seen it through the eyes of Forrest Gump.",Forrest Gump,8.2,8147,7.99
en,The Lion King,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,21.605761,23/06/1994,89,Life's greatest adventure is finding your place in the Circle of Life.,The Lion King,8,5520,7.99
en,The Secret Adventures of Tom Thumb,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques.,0.381704,10/12/1993,61,A nursery crime of epic proportions...,The Secret Adventures of Tom Thumb,7.1,8,6.99
en,Girl in the Cadillac,"A runaway teenage girl and a drifter rob a bank hit the road to elude the Texas Rangers and find love on the run.",0.405392,24/10/1995,89,On our first date... we robbed a bank,Girl in the Cadillac,10,1,9.99
en,In the Mouth of Madness,"With the disappearance of hack horror writer Sutter Cane all Hell is breaking loose...literally! Author Cane it seems has a knack for description that really brings his evil creepy-crawlies to life. Insurance investigator John Trent is sent to investigate Cane's mysterious vanishing act and ends up in the sleepy little East Coast town of Hobb's End.",8.497643,12/12/1994,95,Lived Any Good Books Lately?,In the Mouth of Madness,7.1,307,6.99
en,8 Seconds,"This film chronicles the life of Lane Frost 1987 PRCA Bull Riding World Champion his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",1.888534,25/02/1994,105,Hang on for the ride of your life!,8 Seconds,7.2,22,6.99
en,A Bronx Tale,"Set in the Bronx during the tumultuous 1960s an adolescent boy is torn between his honest working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",6.115628,14/09/1993,121,"One man lives in the neighborhood another man owns it.",A Bronx Tale,7.4,447,6.99
en,Carlito's Way,"A Puerto-Rican ex-con just released from prison pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of NYC.",8.698509,10/11/1993,144,He's got a good future if he can live past next week.,Carlito's Way,7.7,805,7.99
en,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976 centering on student Randall Floyd who moves easily among stoners jocks and geeks. Floyd is a star athlete but he also likes smoking weed which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",6.8652,24/09/1993,102,See it with a bud.,Dazed and Confused,7.4,588,6.99
en,The Fugitive,"Wrongfully accused of murdering his wife Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late.",10.08937,06/08/1993,130,A murdered wife. A one-armed man. An obsessed detective. The chase begins.,The Fugitive,7.2,1240,6.99
en,The Hudsucker Proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,7.550545,11/03/1994,111,They took him for a fall guy... but he threw them for a hoop.,The Hudsucker Proxy,7.1,280,6.99
en,In the Name of the Father,"A small time thief from Belfast Gerry Conlon is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",7.405895,12/12/1993,133,Falsely accused. Wrongly imprisoned. He fought for justice to clear his father's name.,In the Name of the Father,7.6,363,7.99
en,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",8.863776,11/06/1993,127,An adventure 65 million years in the making.,Jurassic Park,7.6,4956,7.99
en,Manhattan Murder Mystery,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,8.939404,18/08/1993,104,Keaton & Allen reunited for fun flick!,Manhattan Murder Mystery,7.1,169,6.99
en,Menace II Society,"Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story which details real life in today's tough inner city.",5.260924,26/05/1993,97,This is the truth. This is what's real.,Menace II Society,7.2,179,6.99
en,Much Ado About Nothing,"In this Shakespearean farce Hero and her groom-to-be Claudio team up with Claudio's commanding officer Don Pedro the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed considering their corresponding distaste for love and each other. Meanwhile meddling Don John plots to ruin the wedding.",8.62724,07/05/1993,111,Romance. Mischief. Seduction. Revenge. Remarkable.,Much Ado About Nothing,7.2,194,6.99
en,Philadelphia,No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,13.373006,22/12/1993,125,No one would take on his case... until one man was willing to take on the system.,Philadelphia,7.6,1019,7.99
en,The Remains of the Day,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,12.222576,05/11/1993,134,Diamond in the Rough,The Remains of the Day,7.5,213,7.99
en,Rudy,"Rudy grew up in a steel mill town where most people ended up working but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low his athletic skills were poor and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",5.914833,17/09/1993,114,"It's not the size of the dog in the fight It's the size of the fight in the dog.",Rudy,7.2,187,6.99
en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,41.725123,29/11/1993,195,"Whoever saves one life saves the world entire.",Schindler's List,8.3,4436,7.99
en,Searching for Bobby Fischer,A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,12.048587,13/08/1993,110,Every journey begins with a single move.,Searching for Bobby Fischer,7.3,100,6.99
en,The Secret Garden,"A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again she begins exploring the estate and discovers a garden that has been locked and neglected. Aided by one of the servants' boys she begins restoring the garden and eventually discovers some other secrets of the manor.",6.499523,13/08/1993,102,"The timeless tale of a special place where magic hope and love grow.",The Secret Garden,7.1,232,6.99
en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019 blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",96.272374,25/06/1982,117,Man has made his match... now it's his problem.,Blade Runner,7.9,3833,7.99
en,Thirty Two Short Films About Glenn Gould,"A collection of vignettes highlighting different aspects of the life work and character of the acclaimed Canadian classical pianist.",0.873068,26/11/1993,93,The sound of genius.,Thirty Two Short Films About Glenn Gould,7.4,9,6.99
en,The Nightmare Before Christmas,"Tired of scaring humans every October 31 with the same old bag of tricks Jack Skellington the spindly king of Halloween Town kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches Jack's rag-doll girlfriend Sally tries to foil his misguided plans.",17.730913,09/10/1993,76,A ghoulish tale with wicked humor & stunning animation.,The Nightmare Before Christmas,7.6,2135,7.99
en,Tombstone,"Legendary marshal Wyatt Earp now a weary gunfighter joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",11.338194,25/12/1993,130,Justice is coming.,Tombstone,7.4,632,6.99
en,True Romance,"Clarence marries hooker Alabama steals cocaine from her pimp and tries to sell it in Hollywood while the owners of the coke try to reclaim it.",17.189328,09/09/1993,120,"Stealing Cheating Killing. Who said romance was dead?",True Romance,7.5,762,7.99
en,The War Room,"A behind-the-scenes documentary about the Clinton for President campaign focusing on the adventures of spin doctors James Carville and George Stephanopoulos.",1.273617,05/12/1993,96,They Changed The Way Campaigns Are Won,The War Room,7.3,19,6.99
en,Io speriamo che me la cavo,"A bureaucratic snafu sends Marco Tullio Sperelli a portly middle-aged northern Italian to teach third grade in a poor town outside Naples",3.456868,01/10/1992,100,"Ciao Professore!","Ciao Professore!",7.2,74,6.99
en,Home Alone,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house the plucky kid stands ready to defend his territory. By planting booby traps galore adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",0.702543,09/11/1990,103,A Family Comedy Without the Family.,Home Alone,7.1,2487,6.99
en,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love although she may only marry a prince. After being thrown in jail Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",16.357419,25/11/1992,90,Wish granted!,Aladdin,7.4,3495,6.99
en,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son John the future leader of the resistance is the target for a newer more deadly terminator. Once again the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",22.661695,01/07/1991,137,It's nothing personal.,Terminator 2: Judgment Day,7.7,4274,7.99
en,Dances with Wolves,"Wounded Civil War soldier John Dunbar tries to commit suicide – and becomes a hero instead. As a reward he's assigned to his dream post a remote junction on the Western frontier and soon makes unlikely friends with the local Sioux tribe.",11.654349,09/11/1990,181,Inside everyone is a frontier waiting to be discovered.,Dances with Wolves,7.6,1084,7.99
en,The Silence of the Lambs,"FBI trainee Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape and now two deranged killers are on the loose.",4.307222,01/02/1991,119,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,8.1,4549,7.99
en,Beauty and the Beast,"Follow the adventures of Belle a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff Belle soon learns the most important lesson of all -- that true beauty comes from within.",23.433511,13/11/1991,84,The most beautiful love story ever told.,Beauty and the Beast,7.5,3029,7.99
en,The Wild Bunch,"Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson) Bishop discovers the heist is a setup orchestrated in part by his old partner Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory Thornton trails them resulting in fierce gunfights with plenty of casualties",11.722424,17/06/1969,145,"If you only want to spend two hours in a movie theatre and go home and forget it stay away from THE WILD BUNCH.",The Wild Bunch,7.7,266,7.99
en,Fargo,"Jerry a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge a coffee-drinking parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",12.61469,05/04/1996,98,A lot can happen in the middle of nowhere.,Fargo,7.7,2080,7.99
en,Jane Eyre,"Jane Eyre is an orphan cast out as a young girl by her aunt Mrs. Reed and sent to be raised in a harsh charity school for girls. There she learns to be come a teacher and eventually seeks employment outside the school. Her advertisement is answered by the housekeeper of Thornfield Hall Mrs. Fairfax.",2.420301,09/02/1996,112,The passionate tale of forbidden secrets!,Jane Eyre,7.1,51,6.99
en,The Aristocats,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children -- Bonfamille's prize family of domesticated house cats -- the butler plots to steal the money and kidnaps the heirs leaving them out on a country road. All seems lost until the wily Thomas O'Malley Cat and his jazz-playing alley cats come to the Aristocats's rescue.",9.834047,23/12/1970,78,A tune-filled animated extravaganza.,The Aristocats,7.1,1287,6.99
en,Primal Fear,"An arrogant high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",10.326213,03/04/1996,129,"Sooner or later a man who wears two faces forgets which one is real.",Primal Fear,7.4,644,6.99
en,Hostile Intentions,"A weekend of fun becomes a fight for survival when three American women land in a Mexican jail. After being sexually molested by the guards they attempt to escape with the help of a fellow prisoner.",0.062388,01/01/1995,90,A night of adventure becomes one woman's desperate fight for survival.,Hostile Intentions,8,1,7.99
en,The Run of the Country,"An Irish lad (Matt Keeslar) who fled from his oppressive widowed father (Albert Finney) falls for a girl (Victoria Smurfit) from an affluent family.",0.117662,22/09/1995,0,An unforgettable romance,The Run of the Country,8,2,7.99
en,Dead Man,"On the run after murdering a man accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.",6.505272,23/12/1995,121,No one can survive becoming a legend.,Dead Man,7.2,397,6.99
en,"The Haunted World of Edward D. Wood Jr.","The strange life and the wonderfully awful films of 1950's Hollywood Z movie director Ed Wood are profiled in this documentary that was conceived of and researched several years before commercial-filmmaker Tim Burton made his feature film tribute. Actually Wood does not appear much in this film. Rather it centers on the lives and thoughts of his entourage and those who knew him. Among those interviewed are Wood's former lover and star of his earliest films Dolores Fuller whom he abruptly replaced in the middle of Bride of the Monster with actress Loretta King who is also interviewed.",0.037443,01/05/1996,112,Can your MIND stand the SHOCKING TRUTH?,"The Haunted World of Edward D. Wood Jr.",10,1,9.99
en,A Close Shave,"Wallace falls in love with wool-shop owner Wendolene not suspecting that she (or rather her dog) is at the head of a fiendish sheep-rustling plot. Gromit is set up and jailed but his new-found sheepish friend is determine to give Wallace a helping hand in finding out the real truth.",6.796858,24/12/1995,30,From the Oscar-winning creator of A Grand Day Out and The Wrong Trousers.,A Close Shave,7.5,223,7.99
en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered a war room full of politicians generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",9.80398,29/01/1964,95,The hot-line suspense comedy,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,1472,7.99
en,Trainspotting,"Renton deeply immersed in the Edinburgh drug scene tries to clean up and get out despite the allure of the drugs and influence of friends.",19.348466,23/02/1996,93,Choose life.,Trainspotting,7.8,2737,7.99
en,Stonewall,A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.,0.940228,01/10/1995,99,The fight for the right to love,Stonewall,7.2,10,6.99
